time,nav,benchmark,net
2010/9/17,1.904337632,1.380381334,1.523956299
2010/9/21,1.900918703,1.378503273,1.52241543
2010/9/30,1.933920344,1.416179302,1.517741042
2010/10/8,1.986189472,1.468598565,1.517590907
2010/10/15,2.090571904,1.605340485,1.48523142
2010/10/22,2.107404622,1.629930392,1.477474231
2010/10/29,2.111096246,1.630571045,1.480525201
2010/11/5,2.21294498,1.698503003,1.514441977
2010/11/12,2.086459962,1.588045731,1.498414231
2010/11/19,2.047592833,1.533538555,1.514054278
2010/11/26,2.061826241,1.54126065,1.520565591
2010/12/3,2.03330304,1.523557287,1.509745753
2010/12/10,2.043908385,1.525400614,1.518507771
2010/12/17,2.091346418,1.556123042,1.535223375
2010/12/24,2.033065714,1.52587242,1.507193293
2010/12/31,2.011378833,1.509135344,1.502243489
2011/1/7,2.053493177,1.527642419,1.525850758
2011/1/14,2.034419958,1.491575743,1.542844216
2011/1/21,1.99842842,1.439278531,1.559149889
2011/1/28,2.041321378,1.464981381,1.576339997
2011/2/1,2.063365529,1.484542543,1.578822986
2011/2/11,2.094512644,1.505611267,1.588901377
2011/2/18,2.142753894,1.549472884,1.59328101
2011/2/25,2.114981114,1.542594059,1.572387055
2011/3/4,2.151120789,1.57783435,1.573286439
2011/3/11,2.136920698,1.56659879,1.570321908
2011/3/18,2.116975575,1.551310421,1.565665154
2011/3/25,2.150939847,1.589324627,1.56161522
2011/4/1,2.128919275,1.578829582,1.550089693
2011/4/8,2.173868716,1.617726616,1.556142101
2011/4/15,2.211118646,1.620421413,1.590697233
2011/4/22,2.181006437,1.591957674,1.589048762
2011/4/29,2.111369966,1.540233096,1.57113687
2011/5/6,2.1045685,1.505823532,1.598744968
2011/5/13,2.09928428,1.509054298,1.590229982
2011/5/20,2.090070598,1.505920016,1.584150582
2011/5/27,1.976330961,1.429558735,1.546772225
2011/6/3,1.987390455,1.440674172,1.546716282
2011/6/10,1.983622456,1.428894926,1.55472753
2011/6/17,1.930582402,1.395234077,1.535348325
2011/6/24,1.988752901,1.460511761,1.52824114
2011/7/1,1.997975809,1.471257664,1.526718145
2011/7/8,2.027061315,1.499931738,1.527129577
2011/7/15,2.034595262,1.509438304,1.525156958
2011/7/22,2.007940938,1.480057003,1.527883935
2011/7/29,1.94465896,1.43379004,1.51086892
2011/8/5,1.878088249,1.397771606,1.480316643
2011/8/12,1.855485896,1.387133282,1.468352613
2011/8/19,1.809367765,1.354472973,1.454894791
2011/8/26,1.871814232,1.399604319,1.472209912
2011/9/2,1.815560282,1.352634953,1.462925328
2011/9/9,1.797210317,1.327182962,1.470027355
2011/9/16,1.785623888,1.318929723,1.466694165
2011/9/23,1.753699697,1.287809297,1.4658904
2011/9/30,1.705809054,1.245295079,1.460513974
2011/10/14,1.770835352,1.280237235,1.490598117
2011/10/21,1.707448807,1.20984976,1.497599047
2011/10/28,1.819597386,1.306883698,1.512713689
2011/11/4,1.852623631,1.333286056,1.519337575
2011/11/11,1.81393488,1.300122583,1.513812298
2011/11/18,1.764876573,1.257425045,1.507451527
2011/11/25,1.750387897,1.239806106,1.510581792
2011/12/2,1.733416269,1.233697705,1.499718564
2011/12/9,1.704726991,1.207719394,1.497007597
2011/12/16,1.641437837,1.153045782,1.488392055
2011/12/23,1.614250427,1.138105238,1.476145189
2011/12/30,1.60128156,1.13163261,1.46964895
2012/1/6,1.562697377,1.105031495,1.457665882
2012/1/13,1.605569831,1.155074358,1.450495473
2012/1/20,1.666228408,1.208020906,1.458207502
2012/2/3,1.668671379,1.208987676,1.459683704
2012/2/10,1.680130688,1.222270625,1.457860063
2012/2/17,1.688186445,1.223940763,1.464245682
2012/2/24,1.749694885,1.277456084,1.472238801
2012/3/2,1.77074565,1.29285348,1.47789217
2012/3/9,1.759682055,1.285312292,1.474369763
2012/3/16,1.744131307,1.265638244,1.478493063
2012/3/23,1.697237638,1.231589048,1.46564859
2012/3/30,1.628765756,1.184292119,1.444473637
2012/4/6,1.663539909,1.215616125,1.447923784
2012/4/13,1.696405203,1.244862349,1.451542854
2012/4/20,1.734057511,1.267239396,1.466818115
2012/4/27,1.733740222,1.266910385,1.466829837
2012/5/4,1.775809971,1.310194063,1.465615908
2012/5/11,1.737849088,1.272101223,1.465747865
2012/5/18,1.706359568,1.241737233,1.464622335
2012/5/25,1.696565642,1.24131608,1.455249562
2012/6/1,1.724880222,1.27021062,1.454669602
2012/6/8,1.659582768,1.217786532,1.441796235
2012/6/15,1.694242102,1.238880342,1.45536176
2012/6/21,1.659942088,1.211928025,1.448014063
2012/6/29,1.633691168,1.187530604,1.446160564
2012/7/6,1.636307392,1.192838187,1.443469205
2012/7/13,1.616504767,1.182234115,1.434270652
2012/7/20,1.595642633,1.15706241,1.438580223
2012/7/27,1.56550582,1.133256436,1.432249384
2012/8/3,1.57766583,1.135489557,1.442176272
2012/8/10,1.597622742,1.157687626,1.439935116
2012/8/17,1.555360774,1.11606685,1.439293924
2012/8/24,1.536150695,1.09783186,1.438318835
2012/8/31,1.503561684,1.06367219,1.439889494
2012/9/7,1.552408295,1.117853251,1.434555044
2012/9/14,1.548039549,1.117063529,1.430976019
2012/9/21,1.477755685,1.060871742,1.416883943
2012/9/28,1.522673347,1.106239957,1.41643339
2012/10/12,1.538518317,1.111751604,1.426766713
2012/10/19,1.555089617,1.125229933,1.429859684
2012/10/26,1.51675865,1.08443506,1.43232359
2012/11/2,1.55211561,1.112833672,1.439281938
2012/11/9,1.518781815,1.081066322,1.437715494
2012/11/16,1.480091014,1.050343893,1.429747121
2012/11/23,1.489167324,1.057790527,1.431376798
2012/11/30,1.468376952,1.032215036,1.436161916
2012/12/7,1.523510908,1.083880277,1.439630631
2012/12/14,1.584421163,1.136516147,1.447905016
2012/12/21,1.587097872,1.144300957,1.442796915
2012/12/28,1.644502059,1.196424979,1.44807708
2013/1/4,1.669710385,1.217825126,1.45188526
2013/1/11,1.649028168,1.197959557,1.451068611
2013/1/18,1.716141705,1.252091411,1.464050294
2013/1/25,1.710495089,1.240626702,1.469868387
2013/2/1,1.77994703,1.323434077,1.456512953
2013/2/8,1.801045977,1.337135285,1.463910693
2013/2/22,1.718598003,1.25265343,1.465944573
2013/3/1,1.748586168,1.287499584,1.461086584
2013/3/8,1.734370187,1.257633451,1.476736736
2013/3/15,1.704241062,1.225285267,1.478955795
2013/3/22,1.747340078,1.263123871,1.484216206
2013/3/29,1.690631979,1.20367768,1.486954299
2013/4/3,1.678769267,1.198112484,1.480656783
2013/4/12,1.65948999,1.187771813,1.471718177
2013/4/19,1.688623678,1.222368556,1.466255122
2013/4/26,1.64788357,1.180629104,1.467254465
2013/5/3,1.677440139,1.202630346,1.474809793
2013/5/10,1.703459372,1.225749837,1.477709535
2013/5/17,1.732955457,1.250455525,1.482499932
2013/5/24,1.726632231,1.25295446,1.473677771
2013/5/31,1.735995075,1.257391758,1.478603317
2013/6/7,1.660502854,1.198408207,1.462094647
2013/6/14,1.621913032,1.165898413,1.456014619
2013/6/21,1.553471905,1.117956971,1.435514934
2013/6/28,1.485852961,1.061632036,1.424220925
2013/7/5,1.505928793,1.074276262,1.431652531
2013/7/12,1.527305561,1.097685205,1.429620356
2013/7/19,1.491971154,1.056730168,1.435240986
2013/7/26,1.5179176,1.072905707,1.445011894
2013/8/2,1.527072848,1.084124381,1.442948466
2013/8/9,1.544671365,1.102816705,1.44185466
2013/8/16,1.552853217,1.111564907,1.44128831
2013/8/23,1.551487696,1.103260049,1.448227647
2013/8/30,1.601072939,1.11627622,1.484796719
2013/9/6,1.621073421,1.137440946,1.483632475
2013/9/13,1.710966153,1.200695842,1.51027031
2013/9/18,1.669984105,1.17349122,1.496492885
2013/9/27,1.663221595,1.155381659,1.507839936
2013/9/30,1.683548593,1.162167378,1.521381215
2013/10/11,1.735033469,1.190857371,1.544176098
2013/10/18,1.728779955,1.170376717,1.558403238
2013/10/25,1.679888236,1.142639985,1.537248251
2013/11/1,1.69287248,1.150552154,1.542320326
2013/11/8,1.655706101,1.113398585,1.542307516
2013/11/15,1.683414808,1.13404085,1.549373958
2013/11/22,1.719296654,1.156824577,1.562472077
2013/11/29,1.745525534,1.176595109,1.568930424
2013/12/6,1.767329283,1.183032038,1.584297245
2013/12/13,1.743782751,1.161010535,1.582772216
2013/12/20,1.659056345,1.099018131,1.560038214
2013/12/27,1.679572998,1.111243616,1.568329382
2014/1/3,1.66692142,1.105117366,1.561804055
2014/1/10,1.591795697,1.063663989,1.528131708
2014/1/17,1.584972702,1.050945953,1.534026749
2014/1/24,1.617724715,1.083359746,1.534364969
2014/1/30,1.592454879,1.062505699,1.52994918
2014/2/7,1.59858076,1.067345817,1.531234942
2014/2/14,1.649481804,1.107431051,1.542050753
2014/2/21,1.649086602,1.092340475,1.556746128
2014/2/28,1.601379464,1.051178962,1.550200502
2014/3/7,1.594750739,1.04605904,1.548691699
2014/3/14,1.564630328,1.024098321,1.540532007
2014/3/21,1.587357752,1.041447105,1.545910646
2014/3/28,1.589687442,1.03815073,1.551536712
2014/4/4,1.604567731,1.054315174,1.550252557
2014/4/11,1.662456309,1.095414454,1.567041855
2014/4/18,1.628382344,1.073132926,1.555249418
2014/4/25,1.578939599,1.045802392,1.533137207
2014/4/30,1.57939426,1.041380049,1.538014211
2014/5/9,1.575227472,1.029441121,1.54578635
2014/5/16,1.585803087,1.035249939,1.550553148
2014/5/23,1.591761866,1.036437657,1.555324209
2014/5/30,1.592112986,1.040321137,1.551791848
2014/6/6,1.578055393,1.029829469,1.548225923
2014/6/13,1.601196984,1.049862438,1.551334546
2014/6/20,1.573641027,1.030800581,1.542840446
2014/6/27,1.584812776,1.037327239,1.547485537
2014/7/4,1.605695414,1.051045814,1.5546496
2014/7/11,1.595125437,1.036242277,1.55888316
2014/7/18,1.630250197,1.044026122,1.586224075
2014/7/25,1.698606235,1.090487982,1.608118253
2014/8/1,1.735198008,1.123749869,1.611448139
2014/8/8,1.741526872,1.12458542,1.616941452
2014/8/15,1.760959925,1.13881729,1.622142635
2014/8/22,1.760210528,1.141098653,1.619111875
2014/8/29,1.735477366,1.12803617,1.607441196
2014/9/5,1.821107969,1.181571271,1.639536698
2014/9/12,1.823529412,1.176312411,1.647217
2014/9/19,1.838616784,1.169970037,1.668646747
2014/9/26,1.85329614,1.175754251,1.677541889
2014/9/30,1.873044431,1.182405375,1.690639057
2014/10/10,1.886765769,1.190028091,1.696737678
2014/10/17,1.869748522,1.177940096,1.691808426
2014/10/24,1.815392154,1.153324138,1.662068016
2014/10/31,1.953427208,1.210065884,1.743361324
2014/11/7,1.98073815,1.207088388,1.773649762
2014/11/14,2.051536135,1.245170615,1.80636552
2014/11/21,2.042670497,1.246310091,1.796360406
2014/11/28,2.232946487,1.355030168,1.877916319
2014/12/5,2.455919643,1.507506695,1.948412949
2014/12/12,2.563949617,1.540476235,2.023473382
2014/12/19,2.774050273,1.63210707,2.141943203
2014/12/26,2.811413484,1.66234129,2.149072194
2014/12/31,2.869395864,1.704729596,2.164666268
2015/1/9,2.870130909,1.711009739,2.15912117
2015/1/16,2.906689876,1.753666753,2.153023123
2015/1/23,2.829648629,1.723074578,2.106574052
2015/1/30,2.735580395,1.656818065,2.078762331
2015/2/6,2.592216015,1.59797731,1.994238705
2015/2/13,2.707988045,1.673914061,2.034073984
2015/2/17,2.757326735,1.699238211,2.058088525
2015/2/27,2.815226077,1.723610546,2.091615531
2015/3/6,2.740547839,1.678107254,2.062440584
2015/3/13,2.872857851,1.745229711,2.127628139
2015/3/20,3.082114795,1.877855142,2.204259653
2015/3/27,3.165831412,1.916025651,2.249805761
2015/4/3,3.303938228,2.011950506,2.291987722
2015/4/10,3.44845797,2.095832712,2.352625258
2015/4/17,3.695385675,2.217267448,2.478118227
2015/4/24,3.783283946,2.268647579,2.514636367
2015/4/30,3.848382006,2.291439507,2.556942498
2015/5/8,3.60038659,2.199064781,2.401321809
2015/5/15,3.620220995,2.227559394,2.392661601
2015/5/22,3.897582812,2.388622513,2.508960299
2015/5/29,3.843980967,2.33531222,2.508668747
2015/6/5,4.238720736,2.523322349,2.715398387
2015/6/12,4.38624965,2.573765668,2.812483981
2015/6/19,3.866882208,2.237005996,2.629876212
2015/6/26,3.640604223,2.091866594,2.548737629
2015/7/3,3.255454167,1.874643624,2.380810542
2015/7/10,3.381798583,1.981084364,2.400714218
2015/7/17,3.461616749,2.002764073,2.458852676
2015/7/24,3.466150906,2.014719934,2.451430972
2015/7/31,3.226437398,1.841251677,2.385185721
2015/8/7,3.333791531,1.884787902,2.44900363
2015/8/14,3.46084772,1.965156741,2.49569098
2015/8/21,3.095538425,1.731663485,2.36387494
2015/8/28,2.904354189,1.612385407,2.291968782
2015/9/2,2.951877771,1.623744225,2.328133547
2015/9/11,2.91998859,1.614749988,2.305238602
2015/9/18,2.820837991,1.568478877,2.252359114
2015/9/25,2.775447985,1.559157656,2.216290329
2015/9/30,2.740955342,1.545165598,2.195789744
2015/10/9,2.857206227,1.611338363,2.245867864
2015/10/16,2.990369844,1.704903412,2.285466432
2015/10/23,3.024629261,1.722837758,2.301791504
2015/10/30,2.995887802,1.704909925,2.290977877
2015/11/6,3.12571317,1.82999904,2.29571413
2015/11/13,3.089462572,1.80726177,2.282200802
2015/11/20,3.127227238,1.820837597,2.306389641
2015/11/27,2.961968432,1.715963901,2.246004531
2015/12/4,3.078001572,1.774143644,2.303857927
2015/12/11,3.007489711,1.740599301,2.266890411
2015/12/18,3.124806974,1.817716099,2.307090875
2015/12/25,3.212945851,1.851624525,2.361321326
2015/12/31,3.142432761,1.799910897,2.342521864
2016/1/8,2.889746338,1.621684967,2.268061371
2016/1/15,2.692233596,1.504537449,2.187696148
2016/1/22,2.681146628,1.501996302,2.179150326
2016/1/29,2.582223206,1.421252526,2.16097068
2016/2/5,2.599761341,1.429790972,2.169970369
2016/2/19,2.666669845,1.472145316,2.194524528
2016/2/26,2.612692533,1.422188614,2.190503919
2016/3/4,2.727454005,1.492553849,2.234900156
2016/3/11,2.6599731,1.456080444,2.203892655
2016/3/18,2.770849191,1.530218059,2.240631133
2016/3/25,2.774635848,1.542690494,2.231945354
2016/4/1,2.808762968,1.554306152,2.254456815
2016/4/8,2.782154418,1.536857507,2.245296911
2016/4/15,2.85655945,1.578576938,2.277982511
2016/4/22,2.786796319,1.531635505,2.255160815
2016/4/29,2.798531706,1.522876641,2.275655065
2016/5/6,2.7687598,1.510145242,2.258614558
2016/5/13,2.743712783,1.483409869,2.260302914
2016/5/20,2.733587728,1.48499375,2.248593978
2016/5/27,2.721655254,1.477410592,2.244244662
2016/6/3,2.83416177,1.538594074,2.295567696
2016/6/8,2.810498113,1.526369988,2.284128125
2016/6/17,2.785974444,1.500498195,2.285476249
2016/6/24,2.753541053,1.484480986,2.269060066
2016/7/1,2.807628006,1.521648979,2.285979027
2016/7/8,2.848560026,1.540019577,2.308540449
2016/7/15,2.945417327,1.580541449,2.364875878
2016/7/22,2.897772467,1.555882363,2.341890105
2016/7/29,2.95298367,1.545639768,2.407343901
2016/8/5,2.936121222,1.546208879,2.389912343
2016/8/12,3.008007625,1.589203877,2.418803748
2016/8/19,3.028299203,1.623352452,2.404946751
2016/8/26,2.99134001,1.595406108,2.395933902
2016/9/2,2.992734595,1.598794626,2.39393997
2016/9/9,2.993381526,1.600690439,2.392691087
2016/9/14,2.930553851,1.56242774,2.368126112
2016/9/23,2.968796091,1.58024669,2.388549401
2016/9/30,2.960774062,1.569449313,2.391324749
2016/10/14,3.005132085,1.594806895,2.41032519
2016/10/21,3.017628247,1.605367983,2.412260264
2016/10/28,3.026463028,1.611343332,2.415119696
2016/11/4,3.034392433,1.618120704,2.416271728
2016/11/11,3.067418626,1.648535446,2.418883181
2016/11/18,3.063105547,1.648648477,2.41445707
2016/11/25,3.166953508,1.698744406,2.468209102
2016/12/2,3.186419622,1.702437957,2.483981665
2016/12/9,3.171453834,1.685430581,2.486023253
2016/12/16,3.058747411,1.614191684,2.444555727
2016/12/23,3.054146926,1.595651612,2.458495314
2016/12/30,3.061213653,1.596848833,2.46436482
2017/1/6,3.105633699,1.614980923,2.490652776
2017/1/13,3.083532446,1.601591696,2.48194075
2017/1/20,3.135817926,1.618465249,2.517352678
2017/1/26,3.169730274,1.634419598,2.535310675
2017/2/3,3.151150057,1.623098023,2.528052034
2017/2/10,3.192688514,1.646733945,2.545954569
2017/2/17,3.204703668,1.650571643,2.554132025
2017/2/24,3.270582699,1.675855174,2.594727526
2017/3/3,3.226411,1.653669213,2.572741787
2017/3/10,3.22854227,1.653683107,2.574859163
2017/3/17,3.245180616,1.662324936,2.582855681
2017/3/24,3.32928162,1.683452322,2.645829298
2017/3/31,3.32239199,1.667265109,2.655126881
2017/4/7,3.376762299,1.696894325,2.679867974
2017/4/14,3.360770576,1.681959136,2.67881144
2017/4/21,3.375012956,1.672446781,2.702566175
2017/4/28,3.34476445,1.659405282,2.685359168
2017/5/5,3.301610639,1.631809514,2.669801125
2017/5/12,3.318694164,1.633174038,2.685520125
2017/5/19,3.356019341,1.642084575,2.713934766
2017/5/26,3.418336791,1.679030847,2.739305943
2017/6/2,3.440531487,1.681960535,2.758570952
2017/6/9,3.526952442,1.725215702,2.80173674
2017/6/16,3.468478956,1.697520362,2.770958594
2017/6/23,3.534435131,1.747750886,2.786684245
2017/6/30,3.573756102,1.768936163,2.804819939
2017/7/7,3.570890916,1.76369303,2.807197885
2017/7/14,3.60622481,1.78644622,2.81977859
2017/7/21,3.638394733,1.798749664,2.839645069
2017/7/28,3.635651286,1.79551446,2.840136826
2017/8/4,3.635349989,1.788610163,2.846739826
2017/8/11,3.553342837,1.75955435,2.793788486
2017/8/18,3.604469469,1.796857227,2.807612241
2017/8/25,3.66348086,1.831147441,2.832333419
2017/9/1,3.669594234,1.847927886,2.821666348
2017/9/8,3.675803205,1.845733454,2.830069751
2017/9/15,3.6682995,1.848293657,2.820005844
2017/9/22,3.680097883,1.851397498,2.828700385
2017/9/29,3.675179853,1.850804556,2.824375297
2017/10/13,3.736660306,1.89156923,2.845091076
2017/10/20,3.76092876,1.894391531,2.866537229
2017/10/27,3.813216854,1.940277189,2.872939665
2017/11/3,3.779859993,1.926156903,2.85370309
2017/11/10,3.851881462,1.983667771,2.868213691
2017/11/17,3.849361808,1.987980412,2.861381397
2017/11/24,3.845880959,1.979949375,2.865931584
2017/12/1,3.771446863,1.928780592,2.842666271
2017/12/8,3.766434261,1.931309775,2.835124487
