time,nav,benchmark,net
2017/12/15,3.721435407,1.920444039,2.800991369
2017/12/22,3.732772772,1.956018936,2.776753836
2017/12/29,3.725674367,1.944564599,2.781109768
2018/1/5,3.818477187,1.996615583,2.821861604
2018/1/12,3.847247915,2.03822454,2.809023375
2018/1/19,3.919387842,2.067359808,2.852028035
2018/1/26,3.997795072,2.113626095,2.884168978
2018/2/2,3.888322433,2.060527584,2.827794849
2018/2/9,3.579352433,1.852807274,2.726545159
2018/2/14,3.630756578,1.913741104,2.717015474
2018/2/23,3.711543936,1.963974281,2.747569655
2018/3/2,3.690694207,1.937620695,2.753073511
2018/3/9,3.768062994,1.98219832,2.785864674
2018/3/16,3.722027543,1.956898966,2.765128577
2018/3/23,3.626548834,1.883818575,2.742730259
2018/3/30,3.652366417,1.880712853,2.771653564
2018/4/4,3.610149351,1.859662364,2.750486987
2018/4/13,3.629184793,1.867517028,2.761667765
2018/4/20,3.542914486,1.814310938,2.728603548
2018/4/27,3.580273084,1.812391968,2.767881116
2018/5/4,3.6043078,1.820941221,2.78336658
2018/5/11,3.661652066,1.868334248,2.793317818
2018/5/18,3.711121824,1.882915582,2.828206242
2018/5/25,3.68092632,1.841154566,2.839771754
2018/6/1,3.601504842,1.819007199,2.782497642
2018/6/8,3.565185558,1.823361907,2.741823651
2018/6/15,3.51209932,1.810731141,2.701368179
2018/6/22,3.346419479,1.74100738,2.605412099
2018/6/29,3.295828035,1.693768775,2.602059259
2018/7/6,3.192455237,1.623402141,2.569053097
2018/7/13,3.266502435,1.684943,2.581559435
2018/7/20,3.26830806,1.685041462,2.583266599
2018/7/27,3.309789262,1.698709913,2.611079349
2018/8/3,3.172707408,1.599358912,2.573348496
2018/8/10,3.213784283,1.642648958,2.571135325
2018/8/17,3.093507724,1.558032846,2.535474878
2018/8/24,3.139699924,1.604207618,2.535492305
2018/8/31,3.143608729,1.608630878,2.534977851
2018/9/7,3.110247716,1.581200579,2.529047137
2018/9/14,3.100677737,1.564048815,2.536628922
2018/9/21,3.203967342,1.645286106,2.558681236
2018/9/28,3.228226109,1.658976845,2.569249263
2018/10/12,2.985237554,1.529621402,2.455616152
2018/10/19,2.932353787,1.51236008,2.419993707
2018/10/26,3.039462444,1.531024665,2.508437779
2018/11/2,3.138156177,1.58727989,2.550876287
2018/11/9,3.053429207,1.5280381,2.525391107
2018/11/16,3.180577302,1.571566509,2.609010793
2018/11/23,3.066847403,1.516474977,2.550372426
