time,nav,benchmark,net
2011/10/14,3.097364629,2.250917409,1.84644722
2011/10/21,2.909834477,2.073847414,1.835987063
2011/10/28,3.132206866,2.247306514,1.884900352
2011/11/4,3.199023892,2.333345571,1.865678321
2011/11/11,3.151302112,2.294380886,1.856921225
2011/11/18,3.09559276,2.238528079,1.857064681
2011/11/25,3.068470191,2.209212782,1.859257409
2011/12/2,2.982340654,2.155941767,1.826398887
2011/12/9,2.880880141,2.069412446,1.811467695
2011/12/16,2.743729029,1.935759613,1.807969417
2011/12/23,2.671670992,1.879379263,1.792291729
2011/12/30,2.6086814,1.845140428,1.763540972
2012/1/6,2.513535692,1.743908273,1.769627418
2012/1/13,2.587221845,1.826459566,1.760762279
2012/1/20,2.65413743,1.872719468,1.781417963
2012/2/3,2.690553875,1.910814894,1.779738981
2012/2/10,2.756958156,1.970222116,1.78673604
2012/2/17,2.817579628,2.01375676,1.803822868
2012/2/24,2.968953072,2.121930555,1.847022517
2012/3/2,3.004762921,2.143162711,1.861600211
2012/3/9,3.025902298,2.173489035,1.852413262
2012/3/16,2.987324106,2.138757678,1.848566428
2012/3/23,2.909763689,2.072962905,1.836800784
2012/3/30,2.733343933,1.929909205,1.803434728
2012/4/6,2.825461563,2.007386153,1.818075409
2012/4/13,2.922752138,2.075729959,1.847022178
2012/4/20,2.970168442,2.110374335,1.859794107
2012/4/27,2.940695178,2.069861478,1.870833701
2012/5/4,2.986999572,2.122596478,1.864403094
2012/5/11,2.929703487,2.098524407,1.831179079
2012/5/18,2.912322391,2.064902357,1.847420034
2012/5/25,2.87798547,2.053412785,1.824572685
2012/6/1,2.959632514,2.114933563,1.844698951
2012/6/8,2.829282463,2.013108347,1.816174117
2012/6/15,2.896484466,2.061025431,1.835459035
2012/6/21,2.862661028,2.028177184,1.834483844
2012/6/29,2.803690542,1.96047106,1.843219482
2012/7/6,2.816641419,1.969271523,1.847369896
2012/7/13,2.758584639,1.940204747,1.818379891
2012/7/20,2.703890817,1.903394852,1.800495965
2012/7/27,2.643198557,1.854639009,1.788559548
2012/8/3,2.643310728,1.841232438,1.802078291
2012/8/10,2.715820173,1.918044028,1.797776145
2012/8/17,2.626599937,1.856438526,1.770161411
2012/8/24,2.616953212,1.844560923,1.772392289
2012/8/31,2.523005448,1.773252941,1.749752508
2012/9/7,2.640860931,1.883483246,1.757377685
2012/9/14,2.640400266,1.885391209,1.755009058
2012/9/21,2.493641634,1.775630834,1.7180108
2012/9/28,2.526124462,1.807284486,1.718839976
2012/10/12,2.55297477,1.830242731,1.722732039
2012/10/19,2.595767551,1.855685621,1.74008193
2012/10/26,2.534899411,1.786692837,1.748206574
2012/11/2,2.601102763,1.835412531,1.765690232
2012/11/9,2.502703,1.760532061,1.742170939
2012/11/16,2.43887648,1.699630325,1.739246155
2012/11/23,2.443088346,1.697543879,1.745544467
2012/11/30,2.341099648,1.590886062,1.750213587
2012/12/7,2.447508764,1.666328528,1.781180236
2012/12/14,2.522398308,1.731869131,1.790529177
2012/12/21,2.52866465,1.751549161,1.77711549
2012/12/28,2.637369465,1.827303407,1.810066058
2013/1/4,2.663357252,1.840325901,1.823031351
2013/1/11,2.642183026,1.847627896,1.79455513
2013/1/18,2.765605142,1.956901397,1.808703745
2013/1/25,2.682139944,1.900089524,1.78205042
2013/2/1,2.809701505,1.981224813,1.828476692
2013/2/8,2.889881066,2.038203872,1.851677194
2013/2/22,2.834912261,2.004184188,1.830728074
2013/3/1,2.914371422,2.060702354,1.853669068
2013/3/8,2.874967737,2.016622658,1.858345079
2013/3/15,2.797351779,1.9606117,1.836740079
2013/3/22,2.892752323,2.022011042,1.87074128
2013/3/29,2.813257224,1.947096118,1.866161106
2013/4/3,2.775196871,1.918825174,1.856371697
2013/4/12,2.738916557,1.917291687,1.821624869
2013/4/19,2.812392525,1.974183199,1.838209326
2013/4/26,2.697410478,1.902182183,1.795228295
2013/5/3,2.746613899,1.94786145,1.798752449
2013/5/10,2.815060131,2.020546464,1.794513668
2013/5/17,2.880844203,2.084976631,1.795867572
2013/5/24,2.93044948,2.136190006,1.794259474
2013/5/31,2.966692223,2.169597424,1.797094798
2013/6/7,2.81556109,2.042508366,1.773052724
2013/6/14,2.777177837,2.024867903,1.752309934
2013/6/21,2.666747982,1.946643132,1.720104849
2013/6/28,2.498551031,1.827745661,1.670805369
2013/7/5,2.563585298,1.904307601,1.659277696
2013/7/12,2.607336979,1.934585351,1.672751627
2013/7/19,2.559473078,1.91717251,1.642300568
2013/7/26,2.609912016,1.973571499,1.636340517
2013/8/2,2.64831705,1.995853655,1.652463395
2013/8/9,2.710916766,2.043939621,1.666977145
2013/8/16,2.700307872,2.007567461,1.692740411
2013/8/23,2.743996933,2.049150652,1.694846282
2013/8/30,2.888282354,2.069584716,1.818697638
2013/9/6,2.934920538,2.142268035,1.792652503
2013/9/13,3.016124342,2.174456008,1.841668335
2013/9/18,2.98868813,2.158812183,1.829875947
2013/9/27,2.969201918,2.159170844,1.810031074
2013/9/30,2.998444849,2.187488103,1.810956746
2013/10/11,3.157665379,2.274483401,1.883181978
2013/10/18,3.141280756,2.242698146,1.89858261
2013/10/25,3.027907222,2.158617885,1.869289337
2013/11/1,2.968027932,2.091215634,1.876812298
2013/11/8,2.905310055,2.050263347,1.855046708
2013/11/15,2.971250949,2.110423474,1.860827475
2013/11/22,3.060810421,2.170466118,1.890344303
2013/11/29,3.137911263,2.228996738,1.908914525
2013/12/6,3.17245728,2.213407701,1.959049578
2013/12/13,3.173025759,2.21716432,1.955861439
2013/12/20,3.034391918,2.116382327,1.918009591
2013/12/27,3.057797044,2.146753837,1.911043207
2014/1/3,3.043686339,2.155532272,1.888154066
2014/1/10,2.871143569,2.049525692,1.821617877
2014/1/17,2.883787881,2.073971674,1.809816207
2014/1/24,2.993270815,2.193009221,1.800261594
2014/1/30,2.987403606,2.194561347,1.79284226
2014/2/7,3.013188832,2.235372428,1.777816404
2014/2/14,3.167132958,2.335056976,1.832075982
2014/2/21,3.124875985,2.328141883,1.796734103
2014/2/28,3.034718085,2.245684915,1.78903317
2014/3/7,3.064893236,2.266311018,1.798582218
2014/3/14,3.000394233,2.196571542,1.803822691
2014/3/21,3.077734664,2.232390743,1.845343921
2014/3/28,3.074513825,2.1831966,1.891317225
2014/4/4,3.122627116,2.224956015,1.897671101
2014/4/11,3.173114516,2.2712515,1.901863016
2014/4/18,3.174882574,2.275808469,1.899074105
2014/4/25,3.033181993,2.146701309,1.886480684
2014/4/30,3.020878551,2.1272088,1.893669751
2014/5/9,2.987350243,2.098884198,1.888466045
2014/5/16,2.99767163,2.104890495,1.892781135
2014/5/23,3.018281733,2.138727178,1.879554555
2014/5/30,3.017529205,2.162830879,1.854698327
2014/6/6,3.000521106,2.156671515,1.843849591
2014/6/13,3.036731722,2.198029907,1.838701815
2014/6/20,2.957070545,2.140296813,1.816773732
2014/6/27,3.046264644,2.196768099,1.849496545
2014/7/4,3.100406321,2.261856846,1.838549475
2014/7/11,3.122178431,2.276084667,1.846093764
2014/7/18,3.192580036,2.28329742,1.909282616
2014/7/25,3.258922786,2.310002118,1.948920668
2014/8/1,3.318405666,2.378016634,1.940389032
2014/8/8,3.383738874,2.435333456,1.948405418
2014/8/15,3.450089791,2.498558861,1.95153093
2014/8/22,3.52229376,2.553976758,1.968317002
2014/8/29,3.432226795,2.500955393,1.931271402
2014/9/5,3.636723119,2.635718663,2.001004456
2014/9/12,3.728252666,2.686820768,2.041431898
2014/9/19,3.787423536,2.687825019,2.099598517
2014/9/26,3.837037525,2.728044734,2.108992791
2014/9/30,3.904002117,2.776723196,2.127278921
2014/10/10,3.970553418,2.813851085,2.156702333
2014/10/17,3.901365004,2.745439501,2.155925503
2014/10/24,3.82635022,2.696827687,2.129522533
2014/10/31,4.048105123,2.81642836,2.231676763
2014/11/7,4.079281647,2.811254042,2.268027605
2014/11/14,4.061508496,2.773046216,2.28846228
2014/11/21,4.166403845,2.840917268,2.325486577
2014/11/28,4.379078867,2.962632627,2.41644624
2014/12/5,4.453529528,3.012689815,2.440839713
2014/12/12,4.723442916,3.102670187,2.620772729
2014/12/19,4.769921556,3.120135557,2.649786
2014/12/26,4.775200139,3.062879171,2.712320968
2014/12/31,4.758609687,3.006376255,2.752233432
2015/1/9,4.785219317,3.055145088,2.730074228
2015/1/16,4.810554768,3.117876841,2.692677927
2015/1/23,4.809079662,3.181795281,2.627284381
2015/1/30,4.867787145,3.181478417,2.686308728
2015/2/6,4.7023373,3.126158234,2.576179066
2015/2/13,4.875558542,3.258601223,2.616957319
2015/2/17,4.95076663,3.338707409,2.612059221
2015/2/27,5.098554407,3.399349327,2.69920508
2015/3/6,5.237617331,3.464056821,2.77356051
2015/3/13,5.432342778,3.575072226,2.857270551
2015/3/20,5.882482665,3.869524845,3.01295782
2015/3/27,6.121086122,4.04182211,3.079264013
2015/4/3,6.541363414,4.337259775,3.204103639
2015/4/10,6.823512179,4.491556786,3.331955394
2015/4/17,6.902892384,4.507694263,3.395198121
2015/4/24,7.177406971,4.755274714,3.422132257
2015/4/30,7.124724609,4.783842189,3.340882419
2015/5/8,6.726315262,4.632255751,3.094059512
2015/5/15,7.156132554,4.938157839,3.217974715
2015/5/22,7.988737137,5.522908259,3.465828878
2015/5/29,8.140930629,5.629475141,3.511455488
2015/6/5,9.220366375,6.294649741,3.925716634
2015/6/12,9.766207926,6.521351954,4.244855973
2015/6/19,8.423002399,5.641089199,3.7819132
2015/6/26,7.513057657,5.127474152,3.385583505
2015/7/3,6.149758941,4.154529717,2.995229224
2015/7/10,6.254911956,4.092000282,3.162911674
2015/7/17,6.838260736,4.515566218,3.322694518
2015/7/24,7.056017551,4.758651718,3.297365833
2015/7/31,6.525179882,4.364399836,3.160780046
2015/8/7,6.813409091,4.526084073,3.287325017
2015/8/14,7.319911102,4.871710869,3.448200233
2015/8/21,6.453422693,4.299920869,3.153501824
2015/8/28,5.881838552,3.865004476,3.016834076
2015/9/2,5.375617023,3.458141629,2.917475395
2015/9/11,5.650092296,3.667557633,2.982534663
2015/9/18,5.248560342,3.409752411,2.838807931
2015/9/25,5.257771506,3.45013423,2.807637277
2015/9/30,5.258635061,3.458804784,2.799830277
2015/10/9,5.536849284,3.654415566,2.882433718
2015/10/16,5.985990031,3.980604019,3.005386012
2015/10/23,6.032853538,4.031818806,3.001034732
2015/10/30,5.95657808,4.001734337,2.954843744
2015/11/6,6.242102056,4.206129485,3.035972571
2015/11/13,6.22554727,4.274055268,2.951492003
2015/11/20,6.378691169,4.409136249,2.96955492
2015/11/27,6.065605414,4.166183821,2.899421594
2015/12/4,6.327286523,4.242745534,3.084540989
2015/12/11,6.160161461,4.117935413,3.042226048
2015/12/18,6.480928821,4.348759514,3.132169308
2015/12/25,6.706002849,4.40114907,3.304853779
2015/12/31,6.533696674,4.302624437,3.231072237
2016/1/8,5.735563671,3.711112329,3.024451343
2016/1/15,5.163060107,3.328870218,2.834189889
2016/1/22,5.206791532,3.37796981,2.828821722
2016/1/29,4.82369895,3.089072368,2.734626582
2016/2/5,4.979786853,3.199252799,2.780534053
2016/2/19,5.206408517,3.377351502,2.829057015
2016/2/26,4.981825211,3.190633926,2.791191285
2016/3/4,5.067845572,3.175171296,2.892674276
2016/3/11,4.967100069,3.111584066,2.855516002
2016/3/18,5.32510708,3.360263771,2.964843309
2016/3/25,5.429577703,3.432655756,2.996921946
2016/4/1,5.488710837,3.459256866,3.029453971
2016/4/8,5.547027462,3.484229882,3.062797581
2016/4/15,5.709653042,3.606009461,3.103643582
2016/4/22,5.459372015,3.395314873,3.064057142
2016/4/29,5.481926764,3.380784253,3.101142511
2016/5/6,5.491341633,3.367169262,3.124172371
2016/5/13,5.386042142,3.227557972,3.15848417
2016/5/20,5.36337386,3.2380586,3.12531526
2016/5/27,5.348984524,3.241836061,3.107148463
2016/6/3,5.602321019,3.407335884,3.194985134
2016/6/8,5.59149949,3.402407602,3.189091887
2016/6/17,5.583652186,3.368741383,3.214910803
2016/6/24,5.532041985,3.334483797,3.197558188
2016/7/1,5.695960856,3.451920247,3.244040608
2016/7/8,5.875565076,3.558284246,3.31728083
2016/7/15,6.04665011,3.63801573,3.408634379
2016/7/22,5.910719431,3.609723605,3.300995826
2016/7/29,5.911685738,3.503518717,3.408167021
2016/8/5,5.879421588,3.503741764,3.375679824
2016/8/12,5.984956368,3.557853966,3.427102402
2016/8/19,6.161564255,3.671079682,3.490484573
2016/8/26,6.113853256,3.62091162,3.492941636
2016/9/2,6.073855663,3.59053576,3.483319903
2016/9/9,6.185325607,3.65498129,3.530344317
2016/9/14,6.014507334,3.546030303,3.468477032
2016/9/23,6.126398737,3.598234033,3.528164704
2016/9/30,6.099216326,3.574230418,3.524985908
2016/10/14,6.211355486,3.654099324,3.557256162
2016/10/21,6.233929347,3.657369181,3.576560167
2016/10/28,6.242699504,3.6463858,3.596313704
2016/11/4,6.245970221,3.650202799,3.595767423
2016/11/11,6.368695786,3.718711871,3.649983915
2016/11/18,6.373617544,3.729127212,3.644490332
2016/11/25,6.433208947,3.75764566,3.675563287
2016/12/2,6.324416682,3.683177961,3.641238722
2016/12/9,6.313304379,3.679190895,3.634113484
2016/12/16,6.167095168,3.568829777,3.598265391
2016/12/23,6.150032453,3.548198421,3.601834032
2016/12/30,6.159382851,3.53782211,3.621560741
2017/1/6,6.308744401,3.598817718,3.709926683
2017/1/13,6.166511006,3.498867536,3.667643471
2017/1/20,6.189739872,3.457828153,3.731911718
2017/1/26,6.294835713,3.515274771,3.779560942
2017/2/3,6.278726562,3.505890849,3.772835714
2017/2/10,6.40996636,3.579326508,3.830639851
2017/2/17,6.385098487,3.562412742,3.822685745
2017/2/24,6.56825271,3.657868933,3.910383776
2017/3/3,6.495372447,3.644693656,3.850678791
2017/3/10,6.484584787,3.641913328,3.842671458
2017/3/17,6.500173702,3.661868312,3.83830539
2017/3/24,6.597348566,3.697660232,3.899688334
2017/3/31,6.466544821,3.61577989,3.850764932
2017/4/7,6.682720566,3.715797173,3.966923393
2017/4/14,6.744883195,3.687237832,4.057645363
2017/4/21,6.57334512,3.558769709,4.014575412
2017/4/28,6.488242876,3.50858521,3.979657666
2017/5/5,6.365408298,3.439575707,3.925832591
2017/5/12,6.129208409,3.311983055,3.817225353
2017/5/19,6.240277912,3.37478767,3.865490242
2017/5/26,6.174222724,3.296817973,3.877404752
2017/6/2,6.154252978,3.26043429,3.893818687
2017/6/9,6.360306794,3.371566444,3.98874035
2017/6/16,6.323362327,3.396263489,3.927098839
2017/6/23,6.336625269,3.394746438,3.94187883
2017/6/30,6.480082037,3.466954122,4.013127915
2017/7/7,6.491664588,3.516576512,3.975088076
2017/7/14,6.423781336,3.461635832,3.962145504
2017/7/21,6.379021094,3.460149564,3.918871529
2017/7/28,6.449705959,3.510619071,3.939086888
2017/8/4,6.447546282,3.516070603,3.931475679
2017/8/11,6.363269748,3.479964586,3.883305162
2017/8/18,6.496830019,3.585340488,3.911489531
2017/8/25,6.491596142,3.58464847,3.906947672
2017/9/1,6.584693037,3.686301473,3.898391565
2017/9/8,6.574359998,3.713230969,3.861129029
2017/9/15,6.618695242,3.74026394,3.878431301
2017/9/22,6.550938536,3.712003615,3.838934921
2017/9/29,6.567443988,3.729653737,3.837790251
2017/10/13,6.720876428,3.789839676,3.931036752
2017/10/20,6.636859521,3.711672856,3.925186665
2017/10/27,6.714811993,3.745213403,3.96959859
2017/11/3,6.480793889,3.630087914,3.850705975
2017/11/10,6.655683923,3.751093012,3.904590911
2017/11/17,6.460803505,3.593352914,3.867450592
2017/11/24,6.382290232,3.545957271,3.83633296
2017/12/1,6.415544918,3.567634222,3.847910696
2017/12/8,6.28836022,3.503660487,3.784699733
