,年化收益率,年化超额收益率,夏普比率,基准夏普比率,胜率,信息比率,最大回撤,基准最大回撤
2007,191.07833649999998,33.54932979999998,7.2509688339948335,6.927925019588643,55.10204081632652,12.192551886225512,17.20479345257926,6.953645341657364
2008,-60.547077473591756,6.304891560508537,-4.642332678690002,-4.712363593197957,58.82352941176471,17.86602766197609,64.60512865985164,68.10536735547724
2009,76.68020802075817,-9.71205820903539,5.075299566185884,4.803540682338926,42.0,-8.817706977979748,14.219354416297069,4.255798882534149
2010,-6.303471326710664,3.807329178523288,-0.5890103769963736,-0.825860784008594,54.0,6.382219846367939,23.23818958628615,11.149091798220386
2011,-22.021578745182257,3.901360031238301,-3.4051805051911104,-3.544114258233079,48.0,12.252083022261646,27.580477741582033,30.16430164885756
2012,5.234838376515705,-3.0358294201519476,0.8143162173425947,1.0622928141008767,48.97959183673469,-10.171097086708722,17.312270120145648,8.683376548012937
2013,0.5906780654059363,9.342469084045181,0.1768325461700611,-0.8713909216498122,56.00000000000001,22.285727462677414,17.50055356859998,16.893703392173972
2014,72.1374402879771,17.87965297527642,5.84604757517191,4.8253373565886,57.692307692307686,26.228203013895563,9.985602310585069,2.5499159682185284
2015,9.48743665824201,4.291606618609501,0.9307083926690339,0.6754009996640647,56.86274509803921,7.178444547544817,37.51027504784184,30.067025161670625
2016,5.933645896361717,7.465147668000194,0.9492830934547017,-0.11049309958928472,48.97959183673469,21.08241888203377,10.641872885384032,6.202230370031614
2017,19.96502897942054,-0.44287004317367007,4.991368835498339,4.520514917667188,50.0,-1.6848734611842424,3.3865542407493674,2.1839155324635042
2018,-19.68401923570271,4.363704827362469,-2.7492593252989375,-2.893655417250149,53.333333333333336,10.485195528918524,26.6507228562615,28.25244821743176
